simulation_id,status,message,processing_seconds,output_path,started_at_utc,finished_at_utc
Sim630,ok,,0.4192447999957949,C:\Users\08595850933\Desktop\Calibracoes\MChaves_9p\input_base\Results\Models\Grids\mchaves_9p_SIM_630_.grdecl,2026-07-30T16:28:39+00:00,2026-07-30T16:28:40+00:00
