simulation_id,simulation_name,study,output_path,of_value,Carbo_GrainsProdvsTime,Carbo_MudProdvsTime,Carbo_RudProdvsTime,LutitesProdvsTime,S1Supply0,S2Supply0,active_cells,active_grid_volume,target_cells,target_volume,target_cell_fraction,target_volume_fraction,n_bodies,largest_body_cells,largest_body_volume,connected_cell_fraction,connected_volume_fraction,effective_body_count,body_volume_p50,body_volume_p90,percolation_x,percolation_y,percolation_z,facies_11_volume_fraction,facies_12_volume_fraction,facies_13_volume_fraction,facies_14_volume_fraction,facies_15_volume_fraction,facies_16_volume_fraction,facies_21_volume_fraction,facies_22_volume_fraction,facies_23_volume_fraction,facies_24_volume_fraction,facies_25_volume_fraction,facies_26_volume_fraction,facies_111_volume_fraction,facies_121_volume_fraction,facies_131_volume_fraction,facies_161_volume_fraction,facies_231_volume_fraction,facies_232_volume_fraction,facies_241_volume_fraction,Tcolumn_mean,Tcolumn_std,Tcolumn_p10,Tcolumn_p50,Tcolumn_p90,Ttarget_mean,Ttarget_std,Ttarget_p10,Ttarget_p50,Ttarget_p90,Tenv_mean,Tenv_std,Tenv_p10,Tenv_p50,Tenv_p90,target_fraction_col_mean,target_fraction_col_std,target_fraction_col_p10,target_fraction_col_p50,target_fraction_col_p90,n_packages_mean,n_packages_std,n_packages_p10,n_packages_p50,n_packages_p90,Tpack_max_mean,Tpack_max_std,Tpack_max_p10,Tpack_max_p50,Tpack_max_p90,gap_fraction_env_mean,gap_fraction_env_std,gap_fraction_env_p10,gap_fraction_env_p50,gap_fraction_env_p90,vpc_distance_to_base,processing_status,processing_message,processing_seconds
Sim637,Sim637,,C:\Users\08595850933\Desktop\Calibracoes\MChaves_9p\input_base\Results\Models\Grids\mchaves_9p_SIM_637_.grdecl,46.09047009570597,0.7465905981503488,0.9503799432420912,0.300337150675533,0.3401631647215581,1.7,1.0544147308132872,13608,6700088482.05,2150,843312939.12,0.15799529688418576,0.12586594063336531,14,1674,755655844.725,0.7786046511627907,0.8960562676929036,1.2350189652447752,1297935.7650000004,49744012.627500065,True,True,False,0.028016337692090675,0.06432624612117528,0.19759159628291015,0.0466128837644012,0.0002963698629234283,0.013576038240941132,0.002173907040783361,0.0006679041406675269,0.12586594063336531,0.011743102230782275,0.007590651159496205,0.0015325932437325342,0.01047838775608517,0.0017425753587104454,0.03309004620520555,0.0038524094874494187,0.0887061580160136,0.023867003384867636,0.33826984937839916,114.22907200771606,54.624908921042476,64.2913945,99.57306249999999,203.04449330000014,14.294167942901236,9.86643395624752,0.0,13.8300735,25.392966100000006,34.47380183641975,33.570108751945746,0.0,23.317662,94.32158700000001,0.14794377867196024,0.11572101242242849,0.0,0.14729243369714595,0.2922668603701142,2.074074074074074,1.4721931047667993,0.0,2.0,4.0,8.990632905864198,8.219468133594733,0.0,6.7129855,22.809189300000003,0.3338253424523626,0.30349208970066316,0.0,0.3251862697054414,0.7804640083156821,,ok,,0.4243427999317646
