model_id,model_name,layer_k,stratigraphic_coordinate,layer_mean_z,facies,area_proportion,facies_area,active_area,active_cells
Sim637,Sim637,0,0.0,-114.79093809681912,11,0.317771812817153,18641777.254959095,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,12,0.5262887039724305,30874219.787707902,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,13,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,14,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,15,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,16,0.15593948321041654,9148039.549167661,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,21,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,22,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,23,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,24,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,25,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,26,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,111,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,121,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,131,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,161,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,231,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,232,0.0,0.0,58664036.59183466,648
Sim637,Sim637,0,0.0,-114.79093809681912,241,0.0,0.0,58664036.59183466,648
Sim637,Sim637,1,0.05,-103.64004843173515,11,0.0,0.0,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,12,0.04471699743288386,3352457.4629835403,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,13,0.2959782423532028,22189648.778342716,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,14,0.007196826528024687,539549.9740313914,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,15,0.0012774832396650908,95773.60884034263,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,16,0.0,0.0,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,21,0.0,0.0,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,22,0.0,0.0,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,23,0.27948527207587537,20953161.883712094,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,24,0.02482687514310154,1861284.2461297524,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,25,0.031154168856458216,2335644.8751426614,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,26,0.051203166070221004,3838729.0309046055,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,111,0.0,0.0,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,121,0.0,0.0,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,131,0.0017087022011894818,128102.32742016757,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,161,0.0025146161787808503,188522.13384286125,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,231,0.19602062488776026,14695772.17902415,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,232,0.0,0.0,74970540.40838215,607
Sim637,Sim637,1,0.05,-103.64004843173515,241,0.06391702503283686,4791893.9080078695,74970540.40838215,607
Sim637,Sim637,2,0.1,-95.40783550308579,11,0.0,0.0,77604439.3660213,578
Sim637,Sim637,2,0.1,-95.40783550308579,12,0.0013008402738175482,100950.98015435247,77604439.3660213,578
Sim637,Sim637,2,0.1,-95.40783550308579,13,0.28361914819208645,22010104.988915384,77604439.3660213,578
Sim637,Sim637,2,0.1,-95.40783550308579,14,0.018532812010946684,1438228.4859853834,77604439.3660213,578
