model_id,model_name,layer_k,stratigraphic_coordinate,layer_mean_z,facies,area_proportion,facies_area,active_area,active_cells
Sim549,Sim549,0,0.0,-114.66306780220768,11,0.31803855459970354,18647792.151390016,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,12,0.5259635747474134,30839215.180803098,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,13,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,14,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,15,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,16,0.1559978706528831,9146739.682727449,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,21,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,22,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,23,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,24,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,25,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,26,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,111,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,121,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,131,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,161,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,231,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,232,0.0,0.0,58633747.01492056,648
Sim549,Sim549,0,0.0,-114.66306780220768,241,0.0,0.0,58633747.01492056,648
Sim549,Sim549,1,0.05,-96.52435282468014,11,0.0,0.0,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,12,0.007717250227362093,2411430.9198009064,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,13,0.06281826957122387,19629001.66633798,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,14,0.0011511964276755477,359717.5909391324,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,15,0.0003078014561510433,96179.58815054278,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,16,0.0,0.0,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,21,0.0,0.0,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,22,0.0,0.0,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,23,0.047398468054250145,14810732.84522532,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,24,0.013555461676052745,4235713.298748799,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,25,0.008361468487371293,2612731.614416006,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,26,0.006212420656007913,1941212.5841911505,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,111,0.0,0.0,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,121,0.0,0.0,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,131,0.0004455041499080015,139207.93680872917,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,161,0.0006005819573613503,187665.53619329177,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,231,0.8435144109867868,263575324.37385726,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,232,0.0,0.0,312472817.22847295,611
Sim549,Sim549,1,0.05,-96.52435282468014,241,0.007917166349849056,2473899.2738038003,312472817.22847295,611
Sim549,Sim549,2,0.1,-100.41635383860978,11,0.0,0.0,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,12,0.0013335944331390914,99536.73185879257,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,13,0.30420462938611764,22705204.72564935,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,14,0.01841836418626766,1374708.6308472182,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,15,0.0,0.0,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,16,0.0,0.0,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,21,0.126798917168172,9464009.075416725,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,22,0.006395143636635998,477320.30184015457,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,23,0.025268013554392312,1885952.3009913196,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,24,0.008750302536142774,653104.4938251588,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,25,0.0,0.0,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,26,0.006538875833304645,488048.17589524237,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,111,0.030181854906149497,2252711.262241039,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,121,0.0,0.0,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,131,0.0,0.0,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,161,0.002186844736426033,163221.57076951987,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,231,0.3644731309847615,27203521.105866082,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,232,0.0,0.0,74637932.93175143,578
Sim549,Sim549,2,0.1,-100.41635383860978,241,0.10545032863849102,7870594.55655084,74637932.93175143,578
Sim549,Sim549,3,0.15,-99.41797938518197,11,0.0,0.0,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,12,0.0,0.0,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,13,0.24707224923392093,15333465.144073058,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,14,0.0107996407726132,670232.759319697,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,15,0.0,0.0,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,16,0.0,0.0,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,21,0.0,0.0,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,22,0.0,0.0,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,23,0.07514005956069601,4663241.168402835,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,24,0.04714207902339969,2925668.211487652,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,25,0.0,0.0,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,26,0.0,0.0,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,111,0.0,0.0,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,121,0.0,0.0,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,131,0.0,0.0,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,161,0.0,0.0,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,231,0.496148649684603,30791309.221518613,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,232,0.0,0.0,62060653.07462261,645
Sim549,Sim549,3,0.15,-99.41797938518197,241,0.12369732172476726,7676736.569820759,62060653.07462261,645
Sim549,Sim549,4,0.2,-90.2687040401783,11,0.0,0.0,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,12,0.0,0.0,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,13,0.19190151012475495,12662248.356765684,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,14,0.015003551633376223,989980.2085552232,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,15,0.0,0.0,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,16,0.0,0.0,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,21,0.004786231536273336,315810.19016410166,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,22,0.05481611977122415,3616935.1770406775,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,23,0.006804230878717863,448963.9565998679,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,24,0.001464171428273343,96610.50738800733,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,25,0.0,0.0,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,26,0.0,0.0,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,111,0.027595281895163037,1820821.0691221636,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,121,0.0,0.0,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,131,0.0,0.0,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,161,0.0,0.0,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,231,0.5381546413484842,35509088.5875298,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,232,0.0,0.0,65983057.39508757,647
Sim549,Sim549,4,0.2,-90.2687040401783,241,0.1594742613837329,10522599.341922047,65983057.39508757,647
Sim549,Sim549,5,0.25,-88.95203442082246,11,0.0,0.0,58996830.59779276,648
Sim549,Sim549,5,0.25,-88.95203442082246,12,0.0,0.0,58996830.59779276,648
Sim549,Sim549,5,0.25,-88.95203442082246,13,0.2056115254827975,12130428.337862354,58996830.59779276,648
Sim549,Sim549,5,0.25,-88.95203442082246,14,0.011816823911985243,697155.1585393401,58996830.59779276,648
Sim549,Sim549,5,0.25,-88.95203442082246,15,0.0,0.0,58996830.59779276,648
Sim549,Sim549,5,0.25,-88.95203442082246,16,0.0,0.0,58996830.59779276,648
Sim549,Sim549,5,0.25,-88.95203442082246,21,0.0,0.0,58996830.59779276,648
