simulation_id,simulation_name,study,output_path,of_value,Carbo_GrainsProdvsTime,Carbo_MudProdvsTime,Carbo_RudProdvsTime,LutitesProdvsTime,S1Supply0,S2Supply0,active_cells,active_grid_volume,target_cells,target_volume,target_cell_fraction,target_volume_fraction,n_bodies,largest_body_cells,largest_body_volume,connected_cell_fraction,connected_volume_fraction,effective_body_count,body_volume_p50,body_volume_p90,percolation_x,percolation_y,percolation_z,facies_11_volume_fraction,facies_12_volume_fraction,facies_13_volume_fraction,facies_14_volume_fraction,facies_15_volume_fraction,facies_16_volume_fraction,facies_21_volume_fraction,facies_22_volume_fraction,facies_23_volume_fraction,facies_24_volume_fraction,facies_25_volume_fraction,facies_26_volume_fraction,facies_111_volume_fraction,facies_121_volume_fraction,facies_131_volume_fraction,facies_161_volume_fraction,facies_231_volume_fraction,facies_232_volume_fraction,facies_241_volume_fraction,Tcolumn_mean,Tcolumn_std,Tcolumn_p10,Tcolumn_p50,Tcolumn_p90,Ttarget_mean,Ttarget_std,Ttarget_p10,Ttarget_p50,Ttarget_p90,Tenv_mean,Tenv_std,Tenv_p10,Tenv_p50,Tenv_p90,target_fraction_col_mean,target_fraction_col_std,target_fraction_col_p10,target_fraction_col_p50,target_fraction_col_p90,n_packages_mean,n_packages_std,n_packages_p10,n_packages_p50,n_packages_p90,Tpack_max_mean,Tpack_max_std,Tpack_max_p10,Tpack_max_p50,Tpack_max_p90,gap_fraction_env_mean,gap_fraction_env_std,gap_fraction_env_p10,gap_fraction_env_p50,gap_fraction_env_p90,vpc_distance_to_base,processing_status,processing_message,processing_seconds
Sim549,Sim549,,C:\Users\08595850933\Desktop\Calibracoes\MChaves_9p\input_base\Results\Models\Grids\mchaves_9p_SIM_549_.grdecl,45.96386471013837,0.9616733854815354,0.732344864107482,0.3,0.416921650115894,1.6007060538517932,0.9381055175043588,13608,6686660799.959999,1922,782114700.345,0.14124044679600234,0.11696640875662166,17,1589,715854031.335,0.8267429760665973,0.9152801130310277,1.1899564584768014,476732.5350000002,26323744.074000005,True,True,False,0.027124653232161115,0.054712100540854194,0.17847596112803257,0.07291640381368181,0.00027648992453917513,0.013490925612009456,0.003632368449906312,0.001446061359962785,0.11696640875662166,0.022208253772329583,0.007816254857777842,0.001799176878401245,0.010171891777493319,0.0006807753109036476,0.027786864508083244,0.0042432023754172985,0.15956454477044546,0.014109077732874438,0.28257858519850493,114.03432245833334,52.92189418070708,65.6719663,99.61917699999998,200.11590400000006,13.325541768518518,9.56749781394237,0.0,13.060965999999999,24.74101690000001,30.791946581790118,32.68170000047565,0.0,20.615449499999997,91.28440180000001,0.14378428424223721,0.11219478646538733,0.0,0.1504284598396287,0.28648154493303357,1.970679012345679,1.4563838298779237,0.0,2.0,4.0,8.489650047839506,7.852302023473987,0.0,6.4315370000000005,22.267996200000013,0.2923501443188594,0.301551743566458,0.0,0.26753521893140825,0.7769322432036097,,ok,,0.42603370011784136
