model_id,model_name,layer_k,stratigraphic_coordinate,layer_mean_z,facies,area_proportion,facies_area,active_area,active_cells
Sim566,Sim566,0,0.0,-112.63752990428245,11,0.316927734871891,18654934.50943355,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,12,0.5276469323992444,31058244.15143173,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,13,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,14,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,15,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,16,0.15542533272886447,9148613.655841464,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,21,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,22,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,23,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,24,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,25,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,26,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,111,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,121,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,131,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,161,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,231,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,232,0.0,0.0,58861792.31670675,648
Sim566,Sim566,0,0.0,-112.63752990428245,241,0.0,0.0,58861792.31670675,648
Sim566,Sim566,1,0.05,-89.34201686198224,11,0.0,0.0,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,12,0.03646673366042754,3206705.8887335407,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,13,0.2070920598394128,18210661.09130702,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,14,0.0029950263478374884,263367.9428477221,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,15,0.0010932106855596245,96131.59148428593,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,16,0.0020898781497304107,183773.64509474672,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,21,0.0,0.0,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,22,0.0,0.0,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,23,0.21423368286632904,18838660.429793946,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,24,0.034872829576082204,3066545.7729156245,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,25,0.029713100234761064,2612824.454819055,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,26,0.02541863208180057,2235189.9662654228,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,111,0.0,0.0,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,121,0.0,0.0,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,131,0.0019793102532419784,174050.8460067908,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,161,0.002022093147523702,177812.96411442774,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,231,0.40332131100321134,35466100.01019122,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,232,0.0,0.0,87935100.48346746,609
Sim566,Sim566,1,0.05,-89.34201686198224,241,0.038702132154082275,3403275.8798936615,87935100.48346746,609
Sim566,Sim566,2,0.1,-99.35629167285073,11,0.0,0.0,166898762.46983528,577
Sim566,Sim566,2,0.1,-99.35629167285073,12,0.0006198022471402584,103444.22802373212,166898762.46983528,577
Sim566,Sim566,2,0.1,-99.35629167285073,13,0.6386238166064385,106585524.67537764,166898762.46983528,577
