model_id,model_name,family,representative_role,selected_for_visualization,grouping_match,layer_k,stratigraphic_coordinate,layer_mean_z,facies,area_proportion,facies_area,active_area,active_cells
base,Modelo-base,,,,False,1,0.05,-107.094015681679,131,0.0,0.0,77834388.77298813,602
base,Modelo-base,,,,False,1,0.05,-107.094015681679,161,0.0,0.0,77834388.77298813,602
base,Modelo-base,,,,False,1,0.05,-107.094015681679,231,0.0048239443591033,375468.7606657107,77834388.77298813,602
base,Modelo-base,,,,False,1,0.05,-107.094015681679,232,0.0,0.0,77834388.77298813,602
base,Modelo-base,,,,False,1,0.05,-107.094015681679,241,0.0393550595720997,3063177.006918917,77834388.77298813,602
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,11,0.0168093562668342,1062417.2930814368,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,12,0.0098900414682216,625089.4393774514,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,13,0.1495666833270725,9453201.438120496,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,14,0.0551319509886395,3484555.6963544698,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,15,0.0,0.0,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,16,0.0,0.0,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,21,0.1186874533904453,7501512.904607762,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,22,0.0,0.0,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,23,0.3599190154545605,22748294.465162557,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,24,0.0172847186807776,1092462.063448453,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,25,0.0,0.0,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,26,0.0,0.0,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,111,0.0072008165770892,455119.87100312166,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,121,0.0,0.0,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,131,0.0,0.0,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,161,0.0,0.0,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,231,0.1899877102960702,12007968.995799378,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,232,0.0,0.0,63203925.01750023,577
base,Modelo-base,,,,False,2,0.1,-111.88676756658784,241,0.0755222535502891,4773302.850545119,63203925.01750023,577
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,11,0.0,0.0,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,12,0.0374987433638587,2206650.0802754783,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,13,0.1254271666262383,7380883.797062629,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,14,0.0188730079536832,1110600.5369815514,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,15,0.0,0.0,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,16,0.0,0.0,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,21,0.0,0.0,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,22,0.0,0.0,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,23,0.5621226901015487,33078657.25529231,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,24,0.0546345113604732,3215021.0397608853,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,25,0.0,0.0,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,26,0.0,0.0,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,111,0.0,0.0,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,121,0.0,0.0,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,131,0.0,0.0,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,161,0.0,0.0,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,231,0.0857840727525917,5048047.322255252,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,232,0.0,0.0,58845974.08675423,648
base,Modelo-base,,,,False,3,0.15,-107.5492105020868,241,0.1156598078416059,6806114.055126119,58845974.08675423,648
base,Modelo-base,,,,False,4,0.2,-98.97159554437464,11,0.0053099236308909,321134.10708401183,60478102.77642849,647
base,Modelo-base,,,,False,4,0.2,-98.97159554437464,12,0.015440450820364,933809.1716283686,60478102.77642849,647
base,Modelo-base,,,,False,4,0.2,-98.97159554437464,13,0.1231959614146243,7450658.016074568,60478102.77642849,647
base,Modelo-base,,,,False,4,0.2,-98.97159554437464,14,0.032540887120701,1968011.115721914,60478102.77642849,647
base,Modelo-base,,,,False,4,0.2,-98.97159554437464,15,0.0,0.0,60478102.77642849,647
base,Modelo-base,,,,False,4,0.2,-98.97159554437464,16,0.0,0.0,60478102.77642849,647
base,Modelo-base,,,,False,4,0.2,-98.97159554437464,21,0.0915998424510991,5539784.6860622335,60478102.77642849,647
base,Modelo-base,,,,False,4,0.2,-98.97159554437464,22,0.0,0.0,60478102.77642849,647
base,Modelo-base,,,,False,4,0.2,-98.97159554437464,23,0.3514275953173351,21253674.22807492,60478102.77642849,647
base,Modelo-base,,,,False,4,0.2,-98.97159554437464,24,0.0029990887224123,181379.19598968103,60478102.77642849,647
