simulation_id,simulation_name,study,output_path,of_value,active_cells,active_grid_volume,target_cells,target_volume,target_cell_fraction,target_volume_fraction,n_bodies,largest_body_cells,largest_body_volume,connected_cell_fraction,connected_volume_fraction,effective_body_count,body_volume_p50,body_volume_p90,percolation_x,percolation_y,percolation_z,facies_11_volume_fraction,facies_12_volume_fraction,facies_13_volume_fraction,facies_14_volume_fraction,facies_16_volume_fraction,facies_21_volume_fraction,facies_23_volume_fraction,facies_24_volume_fraction,facies_25_volume_fraction,facies_26_volume_fraction,facies_111_volume_fraction,facies_131_volume_fraction,facies_161_volume_fraction,facies_231_volume_fraction,facies_232_volume_fraction,facies_241_volume_fraction,Tcolumn_mean,Tcolumn_std,Tcolumn_p10,Tcolumn_p50,Tcolumn_p90,Ttarget_mean,Ttarget_std,Ttarget_p10,Ttarget_p50,Ttarget_p90,Tenv_mean,Tenv_std,Tenv_p10,Tenv_p50,Tenv_p90,target_fraction_col_mean,target_fraction_col_std,target_fraction_col_p10,target_fraction_col_p50,target_fraction_col_p90,n_packages_mean,n_packages_std,n_packages_p10,n_packages_p50,n_packages_p90,Tpack_max_mean,Tpack_max_std,Tpack_max_p10,Tpack_max_p50,Tpack_max_p90,gap_fraction_env_mean,gap_fraction_env_std,gap_fraction_env_p10,gap_fraction_env_p50,gap_fraction_env_p90,vpc_distance_to_base,processing_status,processing_message,facies_121_volume_fraction,processing_seconds
base,Modelo-base,,C:\Users\08595850933\Documents\Projetos\sfm_model_analysis\grids\_BENCHMARK_MCHAVES_Inferior_2025-1-Tck123_SIM_BaseModel_.grdecl,,13608,7412092890.825001,5882,2418434346.855,0.4322457378012934,0.3262822501656232,11,3024,1497070397.6399999,0.5141108466507991,0.6190246179669224,1.9080198557497083,526338.885,907799963.25,True,True,False,0.027588516010521754,0.10397708240057132,0.05816641667074583,0.068706763486516,0.014224543428281935,0.03182170400440665,0.3262822501656232,0.012728461327944722,0.005730411201076086,0.014011869158245288,0.0029072426030539835,0.05655131610517973,0.000393664590147254,0.03940814800116303,0.015688556590263796,0.2215020836499879,126.49759349228395,58.1004889443682,68.62339349999999,111.5205995,221.13993760000014,41.421756345679015,17.73582987266701,16.684023200000002,42.333053,62.827367500000015,69.70917690123457,38.13095477658555,22.3360642,70.44867149999999,120.77867900000001,0.3885759621126837,0.2049730984860736,0.10319286161820389,0.44101310164452245,0.6420169044353596,3.2777777777777777,2.0038543107634927,1.0,3.0,6.0,26.86356719907408,14.869982646198157,6.8941458,22.829214999999998,46.26815820000001,0.3023921478925308,0.2249011502820219,0.0,0.34104370472522105,0.6005186804151266,0.0,ok,,0.00031097060627142915,0.9240818000398576
