simulation_id,status,message,processing_seconds,output_path,started_at_utc,finished_at_utc
Sim575,ok,,0.4216452999971807,C:\Users\08595850933\Desktop\Calibracoes\MChaves_9p\input_base\Results\Models\Grids\mchaves_9p_SIM_575_.grdecl,2026-07-30T16:28:38+00:00,2026-07-30T16:28:38+00:00
